552,spill,Verb,|spilled|spilled|spilling|spills|
553,spit,Verb,|spit|spit|spitting|spits|
554,spread,Verb,|spread|spread|spreading|spreads|
555,sprinkle,Verb,|sprinkled|sprinkled|sprinkling|sprinkles|
556,sprout,Verb,|sprouted|sprouted|sprouting|sprouts|
557,squeeze,Verb,|squeezed|squeezed|squeezing|squeezes|
558,stab,Verb,|stabbed|stabbed|stabbing|stabs|
559,stand,Verb,|stood|stood|standing|stands|
560,stand up,Verb,|stood|stood|standing|stands|
561,stare,Verb,|stared|stared|staring|stares|
562,start,Verb,|started|started|starting|starts|
563,starve,Verb,|starved|starved|starving|starves|
564,stay,Verb,|stayed|stayed|staying|stays|
565,stay away,Verb,|stayed|stayed|staying|stays|
566,steal,Verb,|stole|stolen|stealing|steals|
567,step,Verb,|stepped|stepped|stepping|steps|
568,step aside,Verb,|stepped|stepped|stepping|steps|
569,sting,Verb,|stung|stung|stinging|stings|
570,stir,Verb,|stirred|stirred|stirring|stirs|
571,stone,Verb,|stoned|stoned|stoning|stones|
572,stop,Verb,|stopped|stopped|stopping|stops|
573,store,Verb,|stored|stored|storing|stores|
574,stretch,Verb,|stretched|stretched|stretching|stretches|
575,struggle,Verb,|struggled|struggled|struggling|struggles|
576,study,Verb,|studied|studied|studying|studies|
577,stumble,Verb,|stumbled|stumbled|stumbling|stumbles|
578,submit,Verb,|submitted|submitted|submitting|submits|
579,succeed,Verb,|succeeded|succeeded|succeeding|succeeds|
580,suffer,Verb,|suffered|suffered|suffering|suffers|
581,suggest,Verb,|suggested|suggested|suggesting|suggests|
582,support,Verb,|supported|supported|supporting|supports|
583,surprise,Verb,|surprised|surprised|surprising|surprises|
584,surrender,Verb,|surrendered|surrendered|surrendering|surrenders|
585,surround,Verb,|surrounded|surrounded|surrounding|surrounds|
586,swallow,Verb,|swallowed|swallowed|swallowing|swallows|
587,swear,Verb,|swore|sworn|swearing|swears|
588,sweat,Verb,|sweated|sweated|sweating|sweats|
589,sweep,Verb,|swept|swept|sweeping|sweeps|
590,swell,Verb,|swelled|swollen|swelling|swells|
591,swim,Verb,|swam|swum|swimming|swims|
592,take,Verb,|took|taken|taking|takes|
593,take away,Verb,|took|taken|taking|takes|
594,take care,Verb,|took|taken|taking|takes|
595,take off,Verb,|took|taken|taking|takes|
596,take out,Verb,|took|taken|taking|takes|
597,take revenge,Verb,|took|taken|taking|takes|
598,talk,Verb,|talked|talked|talking|talks|
599,taste,Verb,|tasted|tasted|tasting|tastes|
600,teach,Verb,|taught|taught|teaching|teaches|
601,tear,Verb,|tore|torn|tearing|tears|
602,tell,Verb,|told|told|telling|tells|
603,tempt,Verb,|tempted|tempted|tempting|tempts|
604,terrify,Verb,|terrified|terrified|terrifying|terrifies|
605,test,Verb,|tested|tested|testing|tests|
606,testify,Verb,|testified|testified|testifying|testifies|
607,thank,Verb,|thanked|thanked|thanking|thanks|
608,think,Verb,|thought|thought|thinking|thinks|
609,thresh,Verb,|threshed|threshed|threshing|threshes|
610,throw,Verb,|threw|thrown|throwing|throws|
611,throw away,Verb,|threw|thrown|throwing|throws|
612,tie,Verb,|tied|tied|tying|ties|
613,torture,Verb,|tortured|tortured|torturing|tortures|
614,touch,Verb,|touched|touched|touching|touches|
615,trade,Verb,|traded|traded|trading|trades|
616,trample,Verb,|trampled|trampled|trampling|tramples|
617,transform,Verb,|transformed|transformed|transforming|transforms|
618,trap,Verb,|trapped|trapped|trapping|traps|
619,travel,Verb,|traveled|traveled|traveling|travels|
620,treat,Verb,|treated|treated|treating|treats|
621,tremble,Verb,|trembled|trembled|trembling|trembles|
622,trick,Verb,|tricked|tricked|tricking|tricks|
623,trip,Verb,|tripped|tripped|tripping|trips|
624,trust,Verb,|trusted|trusted|trusting|trusts|
625,try,Verb,|tried|tried|trying|tries|
626,turn,Verb,|turned|turned|turning|turns|
627,turn around,Verb,|turned|turned|turning|turns|
628,turn away,Verb,|turned|turned|turning|turns|
629,twist,Verb,|twisted|twisted|twisting|twists|
630,understand,Verb,|understood|understood|understanding|understands|
631,unite,Verb,|united|united|uniting|unites|
632,unlock,Verb,|unlocked|unlocked|unlocking|unlocks|
633,untie,Verb,|untied|untied|untying|unties|
634,urge,Verb,|urged|urged|urging|urges|
635,urinate,Verb,|urinated|urinated|urinating|urinates|
636,use,Verb,|used|used|using|uses|
637,visit,Verb,|visited|visited|visiting|visits|
638,vomit,Verb,|vomited|vomited|vomiting|vomits|
639,vote,Verb,|voted|voted|voting|votes|
640,vow,Verb,|vowed|vowed|vowing|vows|
641,wage,Verb,|waged|waged|waging|wages|
642,wail,Verb,|wailed|wailed|wailing|wails|
643,wait,Verb,|waited|waited|waiting|waits|
644,wake up,Verb,|woke|woken|waking|wakes|
645,walk,Verb,|walked|walked|walking|walks|
646,walk away,Verb,|walked|walked|walking|walks|
647,walk down,Verb,|walked|walked|walking|walks|
648,walk up,Verb,|walked|walked|walking|walks|
649,wander,Verb,|wandered|wandered|wandering|wanders|
650,want,Verb,|wanted|wanted|wanting|wants|
651,warn,Verb,|warned|warned|warning|warns|
652,wash,Verb,|washed|washed|washing|washes|
653,waste,Verb,|wasted|wasted|wasting|wastes|
654,watch,Verb,|watched|watched|watching|watches|
655,watch out,Verb,|watched|watched|watching|watches|
656,wave,Verb,|waved|waved|waving|waves|
657,wear,Verb,|wore|worn|wearing|wears|
658,weep,Verb,|wept|wept|weeping|weeps|
659,weigh,Verb,|weighed|weighed|weighing|weighs|
660,welcome,Verb,|welcomed|welcomed|welcoming|welcomes|
661,whip,Verb,|whipped|whipped|whipping|whips|
662,whisper,Verb,|whispered|whispered|whispering|whispers|
663,win,Verb,|won|won|winning|wins|
664,winnow,Verb,|winnowed|winnowed|winnowing|winnows|
665,wipe,Verb,|wiped|wiped|wiping|wipes|
666,wish,Verb,|wished|wished|wishing|wishes|
667,wither,Verb,|withered|withered|withering|withers|
668,witness,Verb,|witnessed|witnessed|witnessing|witnesses|
669,wonder,Verb,|wondered|wondered|wondering|wonders|
670,work,Verb,|worked|worked|working|works|
671,work out,Verb,|worked|worked|working|works|
672,worry,Verb,|worried|worried|worrying|worries|
673,worship,Verb,|worshiped|worshiped|worshiping|worships|
674,wound,Verb,|wounded|wounded|wounding|wounds|
675,wrap,Verb,|wrapped|wrapped|wrapping|wraps|
676,wrestle,Verb,|wrestled|wrestled|wrestling|wrestles|
677,write,Verb,|wrote|written|writing|writes|
678,write down,Verb,|wrote|written|writing|writes|
